NOME_PRODUTO;PRINCIPIO_ATIVO;EMPRESA;CLASSE_TERAPEUTICA;NUMERO_REGISTRO
CORRETAL;CAPECITABINA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;OUTROS ANTINEOPLASICOS;100431210
CORTAZIDIN;DICLORIDRATO DE TRIMETAZIDINA;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;ANTIANGINOSOS E VASODILATADORES;126750324
CORTICOIDEX;FOSFATO DISSÓDICO DE DEXAMETASONA;49324221000104 - FRESENIUS KABI BRASIL LTDA;GLICOCORTICOIDES SISTEMICOS;100410197
CORTICORTEN;PREDNISONA;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;HORMONIOS CORTICOSTEROIDES;155840078
CORTIDEX;ACETATO DE DEXAMETASONA;02501297000102 - PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;HORMONIOS CORTICOSTEROIDES;141070053
CORTIFAR;DIPROPIONATO DE BETAMETASONA;83874628000143 - LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;103850110
CORTIGEN;ACETATO DE HIDROCORTISONA;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;104971404
CORTISONAL;ACETATO DE HIDROCORTISONA + SUCCINATO SÓDICO DE HIDROCORTISONA;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;ANTINFLAMATORIOS E ANTIREUMATIOS-ASSOCS MEDICAMENTOSAS;104970020
CORTITOP;ACETATO DE DEXAMETASONA;92265552000140 - MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;118190224
CORUS;LOSARTANA POTÁSSICA;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ANTI-HIPERTENSIVOS;105730583
CORUS H;HIDROCLOROTIAZIDA + LOSARTANA POTÁSSICA;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;105730682
COSARTAN;VALSARTANA;45992062000165 - GERMED FARMACEUTICA LTDA;ANTI-HIPERTENSIVOS SIMPLES;105830845
COSARTAN ALP;BESILATO DE ANLODIPINO + VALSARTANA;45992062000165 - GERMED FARMACEUTICA LTDA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;105830771
COSARTAN HCT;HIDROCLOROTIAZIDA + VALSARTANA;45992062000165 - GERMED FARMACEUTICA LTDA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;105830913
COSENTYX;SECUQUINUMABE;56994502000130 - NOVARTIS BIOCIENCIAS S.A;IMUNOMODULADOR;100681122
COSOPT;CLORIDRATO DE DORZOLAMIDA + MALEATO DE TIMOLOL;15127898000130 - MUNDIPHARMA BRASIL PRODUTOS MÉDICOS E FARMACÊUTICOS LTDA;ANTIGLAUCOMATOSOS;191980003
COVERSYL;PERINDOPRIL;42374207000176 - LABORATÓRIOS SERVIER DO BRASIL LTDA;ANTI-HIPERTENSIVOS;112780051
COVERSYL PLUS;INDAPAMIDA + PERINDOPRIL;42374207000176 - LABORATÓRIOS SERVIER DO BRASIL LTDA;ANTI-HIPERTENSIVOS;112780056
COXETO;ETORICOXIBE;45992062000165 - GERMED FARMACEUTICA LTDA;ANTINFLAMATORIOS ANTIREUMATICOS;105831000
COXIZY;CELECOXIBE;05254971000181 - ZYDUS NIKKHO FARMACÊUTICA LTDA;;156510083
COZAAR;LOSARTANA POTÁSSICA;45987013000134 - ORGANON FARMACÊUTICA LTDA.;ANTI-HIPERTENSIVOS;100290007
COZALESS;LOSARTANA POTÁSSICA;02501297000102 - PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;ANTI-HIPERTENSIVOS;141070627
CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE;CLORETO DE CÁLCIO + CLORETO DE MAGNÉSIO HEXAIDRATADO + CLORETO DE POTÁSSIO + CLORETO DE SÓDIO + ÁCIDO ACÉTICO;58635830000175 - FARMARIN INDUSTRIA E COMERCIO LTDA;PRODUTOS PARA HEMODIALISE;116880014
CPHD 24/34;CLORETO DE CÁLCIO + CLORETO DE MAGNÉSIO HEXAIDRATADO + CLORETO DE POTÁSSIO + CLORETO DE SÓDIO;01440590000136 - FRESENIUS MEDICAL CARE LTDA;PRODUTOS PARA HEMODIALISE;132230104
CPHD 35 BA;BICARBONATO DE SÓDIO;92832195000154 - SALBEGO LABORATÓRIO FARMACÊUTICO LTDA;PRODUTOS PARA HEMODIALISE;116910007
CPHD AC;CLORETO DE MAGNÉSIO HEXAIDRATADO + CLORETO DE POTÁSSIO + CLORETO DE SÓDIO + CLORETO DE CÁLCIO DIIDRATADO;92832195000154 - SALBEGO LABORATÓRIO FARMACÊUTICO LTDA;PRODUTOS PARA HEMODIALISE;116910008
CPHD AC 35 C/ GLICOSE;CLORETO DE CÁLCIO + CLORETO DE MAGNÉSIO HEXAIDRATADO + CLORETO DE POTÁSSIO + CLORETO DE SÓDIO + GLICOSE + CLORETO DE CÁLCIO DIIDRATADO;92832195000154 - SALBEGO LABORATÓRIO FARMACÊUTICO LTDA;PRODUTOS PARA HEMODIALISE;116910006
CPHD BICARBONATO DE SÓDIO 8,4 %;BICARBONATO DE SÓDIO;01440590000136 - FRESENIUS MEDICAL CARE LTDA;PRODUTOS PARA HEMODIALISE;132230107
CPHD COM GLICOSE;CLORETO DE CÁLCIO + CLORETO DE MAGNÉSIO + CLORETO DE POTÁSSIO + CLORETO DE SÓDIO + GLICOSE ANIDRA;01440590000136 - FRESENIUS MEDICAL CARE LTDA;PRODUTOS PARA HEMODIALISE;132230102
CPHD FARMARIN;BICARBONATO DE SÓDIO;58635830000175 - FARMARIN INDUSTRIA E COMERCIO LTDA;PRODUTOS PARA HEMODIALISE;116880013
CPHD GENIUS;CLORETO DE CÁLCIO + CLORETO DE MAGNÉSIO HEXAIDRATADO + CLORETO DE POTÁSSIO + CLORETO DE SÓDIO;01440590000136 - FRESENIUS MEDICAL CARE LTDA;PRODUTOS PARA HEMODIALISE;132230098
CPHD GENIUS DS;BICARBONATO DE SÓDIO + CLORETO DE SÓDIO + GLICOSE ANIDRA;01440590000136 - FRESENIUS MEDICAL CARE LTDA;CONCENTRADOS PARA HEMODIÁLISE;132230110
CPHD SEM GLICOSE 1:44;CLORETO DE CÁLCIO + CLORETO DE MAGNÉSIO + CLORETO DE POTÁSSIO + CLORETO DE SÓDIO;01440590000136 - FRESENIUS MEDICAL CARE LTDA;PRODUTOS PARA HEMODIALISE;132230101
CPHD SMP 35;BICARBONATO DE SÓDIO;92832195000154 - SALBEGO LABORATÓRIO FARMACÊUTICO LTDA;PRODUTOS PARA HEMODIALISE;116910003
CREMEDERME;CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA;33173097000274 - CELLERA FARMACÊUTICA S.A.;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;104400194
CREMEFENERGAN;PROMETAZINA;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;ANTI-HISTAMINICOS SISTEMICOS;183260308
CREON;PANCREATINA;56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA;ENZIMAS DIGESTIVAS;105530337
CRESLIP;ROSUVASTATINA CÁLCICA;48344725000719 - ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;ANTILIPEMICOS;135170045
CRESTOR;ROSUVASTATINA CÁLCICA;60318797000100 - ASTRAZENECA DO BRASIL LTDA;ANTILIPEMICOS;116180200
CREVAGIN;NITRATO DE MICONAZOL + TINIDAZOL;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;PRODUTOS GINECOLOGICOS ANTIINFECCIOSOS TOPICOS ASSOCIACAO MEDICAMENTOSA;100430991
CRINONE;PROGESTERONA;33069212000184 - MERCK S/A;PROGESTAGENOS SIMPLES;100890365
CRISAPINA;OLANZAPINA;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;ANTIPSICOTICOS;102980390
CRISCY;SOMATROPINA;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;HORMONIO RECOMBINANTE DO CRESCIMENTO HUMANO;102980509
CRISPRED;PREDNISONA;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;GLICOCORTICOIDES SISTEMICOS;102980151
CRISTALIN;CLORIDRATO DE NAFAZOLINA + MALEATO DE FENIRAMINA;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;DESCONGESTIONATES OFTALMICOS;104971282
CROFFESTRA;CROFELÊMER;44363661000157 - GLENMARK FARMACÊUTICA LTDA;ANTIDIARREICOS;110130276
CROMOGLICATO;;43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;ANTIALERGICOS TOPICOS;101470096
CRONOBÊ;CLORIDRATO DE HIDROXOCOBALAMINA;49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA;MONOVITAMINAS EXCETO VITAMINA K;109740008
CRONOCOR;CARVEDILOL;49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA;ANTI-HIPERTENSIVOS SIMPLES;109740322
CRONOPLEX;PICOSSULFATO DE SÓDIO;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;LAXANTES IRRITANTES OU ESTIMULANTES;104971472
CROPOC;TACROLIMO MONOIDRATADO;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES;167730596
CRYS;ACETATO DE CLORMADINONA + ETINILESTRADIOL;17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;ANTICONCEPCIONAIS;115600233
CUBICIN;DAPTOMICINA;45987013000134 - ORGANON FARMACÊUTICA LTDA.;ANTIBACTERIANO;100290197
CUPRIMINE;PENICILAMINA;27011022000103 - BL INDÚSTRIA OTICA LTDA;OUTROS PRODS NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;119610026
CUROSURF;ALFAPORACTANTO;61363032000146 - CHIESI FARMACÊUTICA LTDA;PRODUTO PARA O APARELHO RESPIRATORIO;100580067
CUTENOX;ENOXAPARINA SÓDICA;11643096000122 - MYLAN LABORATORIOS LTDA;ANTITROMBOTICO;188300021
CUTISANOL;IODETO DE TIMOL + OXIDO DE ZINCO + SUBGALATO DE BISMUTO;23668196000192 - MR LABORATÓRIOS FARMACÊUTICOS LTDA;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;155900001
CYCLOFEMINA;ACETATO DE MEDROXIPROGESTERONA + CIPIONATO DE ESTRADIOL;30332829000152 - HEMAFARMA COM. E IND. FARM. LTDA;ANTICONCEPCIONAIS;110360266
CYCLOFLUOR;FLUDESOXIGLICOSE 18F;09225881000113 - CYCLOPET RADIOFARMACOS LTDA;AGENTES DIAGNOSTICOS RADIOATIVOS;197770001
CYFENOL;PARACETAMOL;17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;ANALGESICOS;115600068
CYFENOL BABY;PARACETAMOL;17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;ANALGESICOS NAO NARCOTICOS;115600235
CYLOCORT;CLORIDRATO DE CIPROFLOXACINO + DEXAMETASONA + CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;104971307
CYMBALTA;CLORIDRATO DE DULOXETINA;43940618000144 - ELI LILLY DO BRASIL LTDA;ANTIDEPRESSIVOS;112600164
CYMBI;CLORIDRATO DE DULOXETINA;00923140000131 - EMS SIGMA PHARMA LTDA;ANTIDEPRESSIVOS;135690738
CYMEVIR;GANCICLOVIR SÓDICO;01571702000198 - HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;ANTIVIROTICOS;103110100
CYRAMZA;RAMUCIRUMABE;43940618000144 - ELI LILLY DO BRASIL LTDA;ANTINEOPLASICO;112600193
CYSTEX;BELADONA PÓ + CLORETO DE METILTIONÍNIO + CLORIDRATO DE ACRIFLAVINA + METENAMINA;57507378000365 - EMS S/A;ANTISSEPTICOS URINARIOS-ASSOCIACOES MEDICAMENTOSAS;102350283
CYSTEX DUO;CLORETO DE METILTIONÍNIO + METENAMINA;57507378000365 - EMS S/A;ANTISSEPTICOS URINARIOS-ASSOCIACOES MEDICAMENTOSAS;102351376
CYSTISTAT;HIALURONATO DE SÓDIO;00923140000131 - EMS SIGMA PHARMA LTDA;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;135690385
CYTOGEM;GENCITABINA;03978166000175 - DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;ANTINEOPLASICO;151430001
CYTOS;CITARABINA;64171697000146 - ACCORD FARMACÊUTICA LTDA;ANTIMETABOLICOS ANALOGOS DA PIRIMIDINA;155370066
CYTRANA;LOSARTANA POTÁSSICA;92265552000140 - MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;ANTI-HIPERTENSIVOS;118190127
Caab;CABAZITAXEL;64171697000146 - ACCORD FARMACÊUTICA LTDA;ANTINEOPLASICO;155370059
Calt;CLORIDRATO DE CINACALCETE;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;ANTIPARATIREOIDEANOS;102980475
Captomed;CAPTOPRIL;02814497000107 - CIMED INDUSTRIA S.A;ANTI-HIPERTENSIVOS SIMPLES;143810013
Carbaglu;ÁCIDO CARGLÚMICO;53056057000179 - RECORDATI RARE DISEASES COMÉRCIO DE MEDICAMENTOS LTDA - ME;MODULADORES DO METABOLISMO E DA DIGESTAO;171260001
Cbequim;CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;ANTIMICOTICOS PARA USO TOPICO;126750350
Cedur;BEZAFIBRATO;44363661000157 - GLENMARK FARMACÊUTICA LTDA;ANTILIPEMICOS;110130272
Cerdelga;HEMITARTARATO DE ELIGLUSTATE;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;MODULADORES DO METABOLISMO E DA DIGESTAO;183260327
Cetoconazol+Dipropionato de Betametasona+Sulfato de Neomicina;CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;154230109
Cherry;ACETATO DE CLORMADINONA + ETINILESTRADIOL;19136432000152 - EXELTIS LABORATORIO FARMACEUTICO LTDA;ANTICONCEPCIONAIS;135640007
Choriomon-M;GONADOTROPINA CORIÔNICA;64711500000114 - UCB BIOPHARMA LTDA.;HORMONIO GONADOTROFICO;123610078
Ciclopirox- olamina;CICLOPIROX OLAMINA;17115437000173 - LABORATÓRIO GLOBO SA;ANTIMICOTICOS PARA USO TOPICO;105350149
Cinqair;RESLIZUMABE;05333542000108 - TEVA FARMACÊUTICA LTDA.;OUTROS MEDICAMENTOS ANTIASMATICOS;155730045
Cinryze;INIBIDOR DE C1 ESTERASE DERIVADO DE PLASMA HUMANO;60397775000174 - TAKEDA PHARMA LTDA.;OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS;106390287
Citoplax;CISPLATINA;61282661000141 - LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;AGENTES ANTINEOPLÁSICOS;106460218
Clindamin-C;CLORIDRATO DE CLINDAMICINA MONOIDRATADO;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;ANTIBIOTICOS SISTEMICOS SIMPLES;103700627
Cloridrato de Olopatadina;CLORIDRATO DE OLOPATADINA;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;MEDICAMENTOS COM ACAO NO APARELHO VISUAL;155840463
Cloridrato de Sibutramina Monoidratada;CLORIDRATO DE SIBUTRAMINA MONOIDRATADO;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;ANOREXICOS SIMPLES;103700531
Cloridrato de dexmedetomidina;CLORIDRATO DE DEXMEDETOMIDINA;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;HIPNOTICOS;105730662
Cloridrato de diltiazem;CLORIDRATO DE DILTIAZEM;57507378000365 - EMS S/A;ANTIANGINOSOS E VASODILATADORES;102350740
Cloridrato de loperamida;CLORIDRATO DE LOPERAMIDA;02501297000102 - PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;ANTIDIARREICOS SIMPLES SEM ACAO ANTIMICROBIANA;141070622
Cloridrato de raloxifeno;CLORIDRATO DE RALOXIFENO;57507378000365 - EMS S/A;SUPRESSORES DA REABSORCAO OSSEA;102351288
Cloridrato de tramadol + paracetamol;CLORIDRATO DE TRAMADOL + PARACETAMOL;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;ANALGESICOS NARCOTICOS;155840607
Coama;CAPECITABINA;57507378000365 - EMS S/A;OUTROS ANTINEOPLASICOS;102351292
Colegórico;ATROPA BELLADONNA L.;35356799000138 - LAPON INDUSTRIA FARMACEUTICA LTDA - EPP;ANTIESPASMODICOS + FITOTERAPICO SIMPLES;120600025
Coniso;FOSFATO SÓDICO DE PREDNISOLONA;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;GLICOCORTICOIDES SISTEMICOS;104971423
Coraprol;HEMIFUMARATO DE BISOPROLOL;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;BETABLOQUEADORES SIMPLES;183260301
Cotellic®;HEMIFUMARATO DE COBIMETINIBE;33009945000123 - PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;ANTINEOPLASICO;101000662
Cresemba;SULFATO DE ISAVUCONAZÔNIO;68949239000146 - UNITED MEDICAL LTDA;ANTIMICOTICO;125760030
Cristacilina;BENZILPENICILINA POTÁSSICA;49324221000104 - FRESENIUS KABI BRASIL LTDA;PENICILINA G E DERIVADOS (BENZILPENICILINAS);100410213
Crysvita;BUROSUMABE;27724245000118 - ULTRAGENYX BRASIL FARMACEUTICA LTDA;OUTROS MEDICAMENTOS AFETANDO A ESTRUTURA E A MINERALIZAÇÃO ÓSSEA;139640002
Cuvitru;IMUNOGLOBULINA HUMANA;60397775000174 - TAKEDA PHARMA LTDA.;IMUNOGLOBULINAS;106390291
CyPcino;CLORIDRATO DE CIPROFLOXACINO;17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;ANTIBIOTICOS SISTEMICOS SIMPLES;115600229
Cygnus D;COLECALCIFEROL;60874187000184 - DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA;ANALOGO SINTETICO DA VITAMINA D;104540189
Cystadane;BETAÍNA;53056057000179 - RECORDATI RARE DISEASES COMÉRCIO DE MEDICAMENTOS LTDA - ME;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;171260003
CÁSCARA SAGRADA HERBARIUM;FRANGULA PURSHIANA (DC.) A. GRAY;78950011000120 - HERBARIUM LABORATORIO BOTANICO LTDA;LAXANTES;118600075
CÂNFORA;CÂNFORA;84684620000187 - LABORATORIO CATARINENSE LTDA;RUBEFACIENTES;100663391
D.NOVA D3;COLECALCIFEROL;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;ANALOGO SINTETICO DA VITAMINA D;126750371
D3CAPS;COLECALCIFEROL;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;ANALOGO SINTETICO DA VITAMINA D;104971480
DABAZ;SULFATO DE VINCRISTINA;64171697000146 - ACCORD FARMACÊUTICA LTDA;ANTINEOPLASICO;155370019
DACARB;DACARBAZINA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;ANTINEOPLASICO;100430636
DACEFA;CEFADROXILA;43312503000105 - SUPERA FARMA LABORATÓRIOS S.A;CEFALOSPORINAS;103720267
DACTIL OB;CLORIDRATO DE PIPERIDOLATO + HESPERIDINA + ÁCIDO ASCÓRBICO;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA;183260309
DACXI;RIVAROXABANA;49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA;AGENTES ANTITROMBÓTICOS;109740344
DAEM;UNDECILATO DE TESTOSTERONA;14806008000154 - MOMENTA FARMACÊUTICA LTDA.;ANDROGENOS SIMPLES;194270077
DAFLON;DIOSMINA + FLAVONÓIDES EXPRESSOS EM HESPERIDINA + HESPERIDINA;42374207000176 - LABORATÓRIOS SERVIER DO BRASIL LTDA;ANTIVARICOSOS DE ACAO SISTEMICA;112780003
DAFORIN;CLORIDRATO DE FLUOXETINA;00923140000131 - EMS SIGMA PHARMA LTDA;ANTIDEPRESSIVOS;135690598
DAGLI;GLICLAZIDA;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;ANTIDIABETICOS;167730600
DAISAN;CLORIDRATO DE TRAMADOL + PARACETAMOL;60874187000184 - DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA;ANALGESICOS NARCOTICOS;104540183
DAIVOBET;DIPROPIONATO DE BETAMETASONA + CALCIPOTRIOL MONOIDRATADO;11424477000110 - LEO PHARMA LTDA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;185690004
DAIVONEX;CALCIPOTRIOL;11424477000110 - LEO PHARMA LTDA;ANALOGO SINTETICO DA VITAMINA D;185690003
DAKTARIN GEL ORAL;MICONAZOL;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;ANTIMICOTICOS PARA USO TOPICO;112363402
DAKTAZOL;NITRATO DE MICONAZOL;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;ANTIMICOTICOS PARA USO TOPICO;155840555
DAKTAZOL CREME;NITRATO DE MICONAZOL;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;ANTIMICOTICOS PARA USO TOPICO;155840556
DALACIN C;CLORIDRATO DE CLINDAMICINA;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;ANTIBIOTICOS SISTEMICOS SIMPLES;121100385
DALAY;PASSIFLORA INCARNATA L.;01858973000129 - AIRELA INDÚSTRIA FARMACÊUTICA LTDA.;ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES;144930057
DALILAH;SUCCINATO DE DESVENLAFAXINA MONOIDRATADO;05035244000123 - SUN FARMACÊUTICA DO BRASIL LTDA;ANTIDEPRESSIVOS;146820074
DALINVI;DARATUMUMABE;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;ANTICORPOS MONOCLONAIS;112363414
DALMADORM;CLORIDRATO DE FLURAZEPAM;27011022000103 - BL INDÚSTRIA OTICA LTDA;ANSIOLITICOS SIMPLES;119610027
DALYNE;DROSPIRENONA + ETINILESTRADIOL;00923140000131 - EMS SIGMA PHARMA LTDA;ANTICONCEPCIONAIS;135690682
DALÍ;TADALAFILA;43312503000105 - SUPERA FARMA LABORATÓRIOS S.A;VASODILATADORES;103720243
DAMATER;ACETATO DE RACEALFATOCOFEROL + BETACAROTENO + CIANOCOBALAMINA 0 + 1% + CLORIDRATO DE PIRIDOXINA + COLECALCIFEROL + FUMARATO FERROSO + NITRATO DE TIAMINA + RIBOFLAVINA + ÁCIDO ASCÓRBICO + ÁCIDO FÓLICO + ÓXIDO DE ZINCO;48344725000719 - ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;POLIVITAMINICOS COM MINERAIS;135170063
DAMATER D;COLECALCIFEROL;10555143000113 - GRÜNENTHAL DO BRASIL FARMACÊUTICA LTDA.;VITAMINA D E ANÁLOGOS;186100013
DANPEZIL;CLORIDRATO DE DONEPEZILA;03978166000175 - DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;151430032
DANTALIN;FENITOÍNA;44010437000181 - CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;ANTICONVULSIVANTES;107150095
DANTROLEN;DANTROLENO SÓDICO HEMIEPTAIDRATADO;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;RELAXANTES MUSCULARES CENTRAIS SIMPLES;102980206
DAONIL;GLIBENCLAMIDA;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;ANTIDIABETICOS;183260433
DAPAGLE;DAPAGLIFLOZINA;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;ANTIDIABETICOS;167730668
DARAPRIM;PIRIMETAMINA;33349473000158 - FARMOQUÍMICA S/A;ANTIMALARICOS;103900148
DARTRIAL;RIVAROXABANA;43312503000105 - SUPERA FARMA LABORATÓRIOS S.A;AGENTES ANTITROMBÓTICOS;103720308
DARVYR;PROPILENOGLICOLATO DE DARUNAVIR;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;ANTIRETROVIRAL;102980571
DASTENE;DUTASTERIDA;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;INIBIDOR DA ALFA-REDUTASE;105730472
DAT-IPEN;EDETATO CRÔMICO (51 CR);00402552000126 - COMISSAO NACIONAL DE ENERGIA NUCLEAR;;181000018
DAXAS;ROFLUMILASTE;60318797000100 - ASTRAZENECA DO BRASIL LTDA;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;116180263
DAZEK;CLORIDRATO DE VALACICLOVIR;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ANTIVIROTICOS;105730749
DDAVP;ACETATO DE DESMOPRESSINA;74232034000148 - LABORATÓRIOS FERRING LTDA;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES;128760015
DEBET;DICLORIDRATO DE BETAISTINA;43312503000105 - SUPERA FARMA LABORATÓRIOS S.A;ANTIVERTIGINOSOS;103720260
DECA-DURABOLIN;DECANOATO DE NANDROLONA;02433631000120 - ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;ANABOLIZANTES SIMPLES;137640166
DECADRON;DEXAMETASONA;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;GLICOCORTICOIDES SISTEMICOS;105730303
DECADRON COLÍRIO;FOSFATO DISSÓDICO DE DEXAMETASONA + SULFATO DE NEOMICINA;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;105730299
DECADRON INJETÁVEL;FOSFATO DISSÓDICO DE DEXAMETASONA;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;GLICOCORTICOIDES SISTEMICOS;105730302
DECADRON NASAL;CLORIDRATO DE FENILEFRINA + FOSFATO DISSÓDICO DE DEXAMETASONA + SULFATO DE NEOMICINA;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;OUTRAS PREPARACOES PARA TERAPIA SINTOMATICA NASAL;105730298
